ph_measurement;Temperature;Soil_Humidity;Electrical_conductivity(uS/cm);Target;
8,1;28,1;28,4;4,3;1;
2,1;21,5;75,6;5,7;0;
5,7;20,6;32,4;3,7;1;
12;22,7;22,8;5,1;1;
12;27,8;21,2;5,5;1;
6,3;20,9;50,4;2,5;2;
9;29,3;56;4,5;1;
13,2;19,1;50;1,5;2;
12,6;30,5;45,2;5,1;1;
4,8;22,4;94,8;4,5;0;
11,1;17;62,4;3,5;2;
12,6;26,6;18;4,1;1;
1,2;27,5;65,6;1,3;2;
12,9;26,9;97,2;4,5;0;
9;18,8;21,6;1,5;2;
10,5;32,6;81,2;3,3;0;
9,9;18,8;2,4;2,7;2;
11,4;27,5;73,6;5,5;0;
4,5;32;47,2;4,1;1;
12;27,8;21,2;5,5;1;
8,7;25,4;26;2,5;2;
5,1;17,6;33,2;1,7;2;
9,3;28,4;86,4;4,5;0;
13,5;28,7;69,2;6,1;1;
0,6;18,8;56,4;3,3;2;
11,7;27,8;58,4;1,5;2;
4,2;17,6;97,2;4,7;0;
10,5;18,8;49,2;2,7;2;
12,9;18,5;97,2;3,7;0;
0;27,5;63,6;3,9;1;
8,4;29,6;10,4;1,5;1;
3;24,8;37,6;3,9;1;
13,5;27,8;7,2;3,7;1;
3,3;23,6;50,4;2,1;2;
10,5;23;34,4;2,3;2;
4,5;17,3;1,2;1,3;2;
12,9;22,7;35,2;4,9;1;
9,9;22,7;64,4;4,1;1;
6,6;27,2;16,4;3,9;1;
13,2;17,9;62;2,5;2;
3,6;32,6;71,6;3,9;0;
13,2;23,9;96,8;3,7;0;
11,4;24,5;5,6;3,5;2;
2,1;27,2;34;1,1;2;
9;25,7;68;2,7;2;
9,9;28,4;32,8;3,9;1;
9,3;19,7;51,6;2,5;2;
7,8;21,8;88,4;5,1;0;
13,8;22,1;81,6;3,9;0;
6,3;25,4;76,8;4,9;0;
5,7;24,5;86,4;1,7;0;
10,5;29,6;45,6;2,1;1;
12,6;20,6;97,6;5,5;0;
5,4;26,6;73,2;2,7;0;
12,3;32,3;18,8;1,5;1;
0,6;21,8;60,4;3,1;2;
12;29,3;36;4,3;1;
9,3;17,9;90,8;4,1;0;
12,9;24,5;93,2;3,5;0;
6,3;17,3;78;4,3;0;
2,7;18,8;5,6;4,1;1;
3,9;17,3;74,8;4,7;0;
0,6;23,3;52,8;3,7;1;
9,9;32,6;76,4;2,3;0;
13,5;21,8;40,8;4,9;1;
13,5;30,8;8,8;5,7;1;
8,4;17,3;98,8;1,5;0;
0,9;29,9;78;3,9;0;
6,6;27,2;16,4;3,9;1;
0,3;17,6;96;3,9;0;
3,3;27,2;78;5,1;0;
3,9;26,3;3,6;3,7;1;
5,4;29;86;3,1;0;
1,5;21,5;24,4;4,3;1;
11,7;26,9;11,6;3,5;2;
4,2;23,3;89,2;5,5;0;
7,2;28,4;65,6;2,5;1;
5,4;28,4;74,4;5,3;0;
8,1;22,4;71,6;1,3;0;
2,1;24,2;68,8;3,1;2;
7,8;17;97,6;5,3;0;
10,8;18,8;54,8;3,5;2;
13,5;32,9;52,8;5,5;1;
7,2;32,6;16,8;4,7;1;
6,6;30,2;21,2;3,5;1;
0,6;26;52;1,5;2;
8,4;28,4;38,4;2,5;1;
4,2;29,6;45,2;4,9;1;
3,9;29,9;68,8;3,5;1;
5,7;32,6;0,4;4,9;1;
8,1;19,7;44;6,1;1;
2,1;18,2;83,6;2,7;0;
10,5;18,5;14,8;2,9;2;
2,7;18,2;19,6;4,9;1;
3,9;17;68;4,5;1;
11,4;19,7;34,8;2,3;2;
9,6;30,5;27,6;1,3;1;
9,6;25,7;52;3,5;2;
9,3;22,4;98;3,5;0;
12,3;21,2;6,4;5,5;1;
4,8;27,5;84,4;3,1;0;
12,3;29;34,4;2,5;1;
7,8;30,8;6,4;5,3;1;
12,9;23,9;6;1,3;2;
9;27,2;9,6;4,3;1;
11,7;19,7;70;3,9;1;
4,8;19,4;76,4;5,1;0;
12,6;28,1;30,8;4,5;1;
1,2;27,5;77,6;2,9;0;
9,6;19,7;50;3,3;2;
9,6;19,7;50;3,3;2;
6,6;24,8;83,2;5,7;0;
8,7;26,9;5,6;5,5;1;
12,3;17;43,2;3,9;1;
11,4;18,8;42;4,5;1;
6,3;30,5;94,8;4,9;0;
10,2;21,2;68;4,3;1;
10,8;29,3;1,2;5,5;1;
10,8;28,1;62,4;1,3;1;
0;32,6;8;1,9;1;
0,6;18,5;13,6;4,1;1;
12,9;30,2;72,8;2,1;0;
1,8;22,1;21,6;4,3;1;
6,6;21,2;74;2,5;0;
2,1;31,7;29,2;3,9;1;
13,5;27,8;7,2;3,7;1;
12;18,2;38;1,5;2;
3,3;17,3;76,4;2,7;0;
3;24,8;50,8;5,5;1;
1,5;28,4;99,2;2,1;0;
4,5;19,1;59,6;2,3;2;
6,6;28,4;28;5,1;1;
7,2;20;5,2;2,1;2;
8,4;29,6;56;4,9;1;
11,7;23,3;59,2;5,1;1;
0,6;28,4;86,8;2,3;0;
13,2;22,7;95,6;3,9;0;
2,4;19,4;30,8;1,9;2;
12,6;18,2;45,2;3,9;1;
5,4;23;80;2,7;0;
9;20,3;71,6;4,7;0;
11,7;32,6;25,6;1,3;1;
6;23,6;42,8;2,3;2;
2,1;21,5;19,6;5,3;1;
4,5;24,8;41,6;5,5;1;
9;32,6;41,2;3,5;1;
0,3;17;82;1,9;0;
3;20,9;89,2;4,7;0;
6,3;23,6;51,6;1,9;2;
3,6;26,6;69,6;1,3;2;
5,7;19,4;96;5,9;0;
3,9;20,6;21,2;2,9;2;
0,3;26,6;45,2;5,1;1;
10,2;26;56,8;5,1;1;
12,9;19,4;9,6;5,3;1;
4,2;25,4;50,4;1,9;2;
13,8;28,7;32;2,1;1;
13,2;21,8;30,4;2,7;2;
8,7;20,9;68,4;6,1;1;
2,4;28,4;0,8;1,5;1;
11,4;31,4;43,6;5,1;1;
3,6;29,9;24,4;3,9;1;
11,7;32,3;6;2,5;1;
7,8;32,6;86,8;2,7;0;
4,5;26;40,4;3,5;2;
0,9;26,9;56,8;5,9;1;
4,8;25,1;69,6;2,9;2;
0;27,8;62,8;4,5;1;
1,2;27,8;43,2;1,7;2;
13,2;17,9;61,2;2,1;2;
0;31,7;60,4;1,3;1;
6;17,3;46,4;1,1;2;
0;24,5;79,6;1,9;0;
9,9;20;84,8;5,5;0;
6;20;86,8;2,3;0;
11,4;20,3;74;2,9;0;
12;29,3;36;4,3;1;
3,3;32;65,2;5,7;1;
2,4;28,7;81,2;3,3;0;
3;28,4;61,6;4,5;1;
1,5;24,2;50,4;2,5;2;
12,3;19,1;60;5,3;1;
1,5;27,2;57,2;3,1;2;
2,7;26;28,8;5,1;1;
13,5;27,8;70,8;3,1;0;
3,6;28,4;61,6;3,5;1;
12,6;32,3;22,4;6,1;1;
9;29;8;1,3;1;
13,8;21,8;37,6;1,1;2;
3;25,4;87,2;1,5;0;
10,2;23,6;53,2;3,5;2;
9,6;17,6;84,8;1,1;0;
0;29,3;31,2;1,7;1;
11,1;17;62,4;3,5;2;
3;31,4;95,6;5,7;0;
3;22,1;83,6;5,1;0;
2,1;18,2;83,6;2,7;0;
3,6;27,2;39,2;5,1;1;
12,6;30,8;38,4;3,1;1;
1,5;20,6;13,2;1,1;2;
12,6;23,3;54,8;1,5;2;
1,5;19,1;96,4;1,3;0;
2,1;19,1;29,6;1,5;2;
13,2;19,1;50;1,5;2;
2,1;23,6;72;5,7;0;
10,8;18,5;95,6;4,1;0;
6,3;25,4;90,8;1,7;0;
12;27,2;38,4;5,3;1;
13,2;23,9;96,8;3,7;0;
5,1;20,6;51,2;4,5;1;
12;32,9;82,4;4,9;0;
1,5;26,3;69,2;5,9;1;
11,1;23;84,8;5,3;0;
3;24,8;37,6;3,9;1;
13,5;20,9;47,6;5,5;1;
12;20,9;64,4;1,5;2;
7,5;28,7;44,4;6,1;1;
13,8;31,7;30,8;2,3;1;
0,6;22,4;43,6;2,1;2;
7,8;26;82,4;2,9;0;
4,5;27,5;16;2,5;2;
12,3;21,2;6,4;5,5;1;
4,2;20;66;3,5;2;
12,6;28,1;65,2;4,3;1;
13,5;27,8;70,8;3,1;0;
11,7;30,8;56,8;2,9;1;
0;17,9;64;2,7;2;
7,5;17;44,4;5,3;1;
0,9;17;6,4;1,9;2;
11,7;31,1;27,2;3,1;1;
1,2;20,6;11,2;1,5;2;
2,7;29;91,2;2,5;0;
12,6;18,2;45,2;3,9;1;
4,2;28,1;56,4;4,7;1;
8,1;17,9;36,4;3,5;2;
7,8;18,2;25,6;2,7;2;
8,7;26,9;5,6;5,5;1;
6;28,4;33,2;3,9;1;
13,8;31,7;30,8;2,3;1;
9;27,8;4;5,9;1;
10,2;31,1;93,6;5,7;0;
9,3;32,6;77,6;4,7;0;
0;26,9;58,8;3,3;2;
0;22,1;65,6;4,5;1;
6,6;30,5;8;3,1;1;
9,6;19,7;50;3,3;2;
1,2;31,4;28,8;4,5;1;
2,7;26,9;41,2;3,9;1;
11,7;31,1;27,2;3,1;1;
5,1;31,1;98,4;4,7;0;
3;30,2;98,4;2,1;0;
12,3;30,5;38,4;5,1;1;
9,3;20;95,6;1,3;0;
3;22,4;32,4;6,1;1;
10,2;28,1;38;3,1;1;
10,8;24,8;84,4;1,5;0;
13,8;29,3;42,8;5,5;1;
0,6;18,8;44;3,5;2;
6,6;21,5;44;1,3;2;
0;26;79,2;1,5;0;
11,7;32,3;10,8;5,5;1;
10,2;31,4;66,4;2,1;1;
5,7;21,5;31,2;4,1;1;
8,4;27,8;85,2;3,7;0;
9;26,9;2;3,3;2;
10,5;31,1;69,2;5,9;1;
3,3;30,5;64,4;2,3;1;
9,9;21,5;4;1,1;2;
8,1;17,3;11,6;3,5;2;
5,4;22,4;7,6;3,9;1;
13,5;23,3;51,6;2,1;2;
12,9;27,2;13,2;2,7;2;
1,2;18,8;94,8;5,3;0;
7,2;18,2;88;4,9;0;
2,1;25,1;13,6;2,5;2;
8,4;22,7;36,8;5,9;1;
11,4;27,8;70,4;4,3;0;
1,5;31,7;38,8;1,9;1;
2,7;28,4;92;1,1;0;
1,8;20,9;44;1,5;2;
0,6;28,4;86,8;2,3;0;
7,5;28,7;44,4;6,1;1;
0;26,9;7,2;3,9;1;
8,4;31,7;85,2;3,3;0;
0,6;22,1;58,8;5,1;1;
12,3;17,9;58,8;4,9;1;
2,4;20,9;94,4;4,7;0;
0,6;32,3;8,4;4,1;1;
8,1;32,3;94;4,7;0;
10,2;23,9;78,4;4,9;0;
6;29,3;54,8;4,1;1;
3,3;29,9;42,8;3,7;1;
2,1;18,2;83,6;2,7;0;
1,2;30,5;97,2;4,7;0;
6,9;21,5;58,8;2,1;2;
13,8;26,3;42,4;2,5;2;
1,5;28,4;99,2;2,1;0;
7,2;29,9;40,4;3,1;1;
13,2;21,8;76;5,1;0;
0;20,6;42,8;4,9;1;
1,2;23,3;35,6;4,3;1;
8,4;31,4;86,4;2,9;0;
7,8;26,3;33,2;3,3;2;
3,6;25,4;32;6,1;1;
13,2;29,9;8;5,5;1;
10,5;18,2;7,2;2,9;2;
2,7;20,9;22;6,1;1;
11,1;28,7;12,8;3,3;1;
9,6;22,1;28,8;3,5;2;
3,3;25,1;32;2,5;2;
13,8;30,8;35,2;5,5;1;
9;26,3;20,8;1,7;2;
0,3;20,9;14,8;5,9;1;
8,1;18,5;21,2;5,7;1;
4,2;20,3;68,8;1,7;2;
9;25,7;58,4;3,5;2;
10,8;25,4;2;3,3;2;
1,5;22,7;57,6;4,5;1;
1,2;25,7;60,8;2,1;2;
8,7;25,4;26;2,5;2;
12;25,1;25,2;4,3;1;
9,9;27,8;31,6;1,3;2;
9,3;23,9;37,6;1,5;2;
11,1;25,1;3,2;3,5;2;
11,1;21,2;69,6;4,9;1;
4,2;28,4;85,6;4,3;0;
12,9;18,8;81,2;6,1;0;
7,8;24,2;50,8;2,1;2;
0,6;24,8;71,6;2,7;0;
0,6;25,7;11,6;4,3;1;
13,2;17,9;10,8;5,3;1;
4,5;27,8;16,8;4,7;1;
4,8;27,5;91,2;5,3;0;
1,2;31,7;17,2;3,5;1;
6;26,3;88;1,7;0;
0,9;19,7;70;4,7;1;
5,7;25,1;68;4,3;1;
8,4;31,7;85,2;3,3;0;
3,6;23,9;70,8;5,1;0;
9;26,3;20,8;1,7;2;
0,3;19,4;94,4;4,3;0;
10,2;26,9;48,8;4,3;1;
12;18,8;6,4;4,7;1;
12,6;30,8;38,4;3,1;1;
9,9;23;60,8;5,1;1;
11,7;25,4;57,6;1,9;2;
3,9;24,2;96;5,5;0;
8,1;29,9;32,8;5,7;1;
3,6;32,9;77,6;3,1;0;
4,8;28,7;21,2;1,9;1;
6,9;30,5;48;3,5;1;
2,4;22,4;86,8;2,9;0;
0;21,5;97,6;4,7;0;
0,3;26;33,2;2,9;2;
13,5;32,6;28,4;4,1;1;
7,5;29,9;20,8;3,7;1;
1,2;28,7;88,8;4,3;0;
13,5;29,3;93,6;1,9;0;
5,4;18,2;88;1,7;0;
0,6;23,3;52,8;3,7;1;
3;32,3;15,2;5,5;1;
7,8;18,8;77,2;6,1;0;
11,1;32;18;2,5;1;
6,3;26,6;79,2;3,5;0;
13,2;17,9;70;1,7;2;
3;18,2;48,8;3,5;2;
12,3;27,2;70;1,9;2;
9,3;24,2;54,4;1,3;2;
2,7;30,8;21,2;1,7;1;
13,2;17,9;70;1,7;2;
11,7;29,3;19,2;5,5;1;
13,2;20,9;14,8;1,5;2;
8,7;28,1;24,8;2,5;1;
8,7;23,6;77,2;6,1;0;
13,2;27,5;63,6;5,7;1;
7,8;32,6;17,6;2,3;1;
11,7;28,1;8;5,5;1;
3,3;30,2;4;1,3;1;
6,9;17;63,2;4,7;1;
0,9;20,3;60;1,5;2;
7,8;18,2;25,6;2,7;2;
4,5;26,9;16;4,1;1;
9,3;24,8;94;5,1;0;
5,4;18,5;97,6;1,5;0;
12,6;29,6;25,6;4,5;1;
2,1;26,3;2,4;4,9;1;
10,8;24,2;63,6;5,5;1;
3;18,2;48,8;3,5;2;
10,8;26,9;30,4;1,5;2;
3,6;26,9;50;3,5;2;
12,3;32;66,8;4,9;1;
7,8;17;94,4;5,3;0;
3,6;29,9;82,4;4,5;0;
6,6;32,6;99,6;3,1;0;
9,9;21,5;4;1,1;2;
3,9;27,8;3,6;6,1;1;
2,1;19,1;29,6;1,5;2;
1,5;29;30,8;1,5;1;
10,8;18,5;29,6;1,9;2;
12,3;29;34,4;2,5;1;
12;20;59,2;3,3;2;
12;18,5;33,6;2,1;2;
9,6;24,5;4;3,7;1;
7,8;30,2;55,6;3,1;1;
10,8;24,8;69,6;3,9;1;
7,8;31,4;38,8;1,1;1;
4,8;28,4;61,6;5,1;1;
9,3;22,7;57,6;5,7;1;
9;29,3;80;4,7;0;
10,5;21,2;76,8;2,1;0;
6;29,9;54;1,3;1;
12;29,9;6,8;2,3;1;
7,5;26,6;92,4;5,1;0;
6;28,1;77,6;2,5;0;
8,1;18,5;44,4;1,9;2;
4,5;32;47,2;4,1;1;
11,7;29,9;45,6;4,9;1;
6,3;23,3;60;3,9;1;
3,9;17,3;53,6;5,5;1;
7,8;27,8;36,4;4,1;1;
9,9;17,6;50,4;2,1;2;
2,1;18,2;83,6;2,7;0;
10,8;26,3;1,6;1,1;2;
4,8;28,7;21,2;1,9;1;
7,5;23,9;35,6;6,1;1;
13,8;22,7;86,4;5,3;0;
10,2;19,4;92;3,1;0;
2,4;28,4;0,8;1,5;1;
10,8;22,4;52;2,7;2;
3,9;25,1;10;1,7;2;
10,5;18,5;14,8;2,9;2;
13,5;23,6;82,4;2,9;0;
5,7;26;50,8;6,1;1;
10,2;26,9;48,8;4,3;1;
0;31,1;58,4;5,7;1;
4,2;30,8;76,4;3,7;0;
9,3;29,6;62,8;2,9;1;
11,4;32,3;76;1,1;0;
4,5;31,1;31,6;5,5;1;
12,6;18,2;45,2;3,9;1;
0;22,7;87,6;3,7;0;
13,5;29,9;5,6;2,5;1;
10,8;20;26;3,1;2;
4,5;32;47,2;4,1;1;
8,4;19,7;87,2;2,1;0;
12,3;29,6;46,8;5,3;1;
2,7;27,2;30,8;5,9;1;
4,5;29,6;73,2;6,1;0;
5,7;21,5;38;4,5;1;
3,9;28,4;84,4;2,3;0;
0,9;19,1;63,2;2,3;2;
8,1;19,7;74,4;2,5;0;
7,8;17,3;50,4;4,5;1;
8,7;19,7;14;1,3;2;
9,9;21,5;4;1,1;2;
1,8;32,9;62;1,1;1;
13,8;21,8;56,8;5,7;1;
4,5;26,9;16;4,1;1;
8,1;18,5;28,8;3,9;1;
12,6;26,6;18;4,1;1;
6,9;27,8;55,2;2,9;2;
8,4;19,7;87,2;2,1;0;
2,1;25,1;13,6;2,5;2;
13,8;21,2;17,2;5,7;1;
4,2;27,5;39,6;1,7;2;
13,8;26,6;21,6;2,5;2;
8,4;28,4;16;2,7;1;
9;18,2;12,4;2,1;2;
1,8;25,4;44,4;2,5;2;
7,5;28,4;6;1,7;1;
13,2;23,3;70,4;2,5;0;
12,3;22,7;84;1,3;0;
1,2;32;58,8;5,1;1;
0,3;17,9;69,2;3,3;2;
0,6;18,5;31,6;2,9;2;
11,4;24,2;65,2;6,1;1;
9,9;17,6;82;4,5;0;
6,3;31,4;31,6;3,1;1;
1,2;19,7;11,2;3,9;1;
8,7;30,5;97,2;4,9;0;
1,5;24,2;50,4;2,5;2;
6;23,6;42,8;2,3;2;
5,4;29;33,6;3,1;1;
0;24,5;8,4;4,7;1;
0,3;32;95,2;5,9;0;
3,9;23,9;68;2,3;2;
13,2;31,1;32,8;1,9;1;
6,9;17;63,2;4,7;1;
13,2;18,2;56;2,1;2;
1,2;23,3;88,4;5,7;0;
0,9;26,6;80;3,5;0;
2,7;17,6;81,2;4,7;0;
1,2;28,7;88,8;4,3;0;
12;19,4;79,2;3,1;0;
1,8;28,1;61,6;6,1;1;
0,6;30,2;56,4;4,1;1;
12,9;22,4;72,4;1,9;0;
7,5;23,6;75,2;4,9;0;
5,7;18,5;80,4;1,3;0;
8,1;18,5;72,4;5,1;0;
2,1;26,9;36;5,5;1;
0,9;17,3;70;2,1;2;
2,1;23,6;72;5,7;0;
5,4;17,3;81,2;2,9;0;
1,8;17,6;84;2,7;0;
11,4;23;10;2,3;2;
6,3;21,8;84;3,9;0;
3,3;17,6;98;4,7;0;
6;32,9;56,8;1,5;1;
8,4;17,3;70,4;6,1;0;
2,7;27,8;20,8;5,9;1;
3;32,3;15,2;5,5;1;
9;17,3;49,6;3,5;2;
9,9;30,2;0,4;1,7;1;
11,4;18,2;80,8;2,5;0;
12,9;26,6;45,6;6,1;1;
1,5;29;30,8;1,5;1;
4,2;29,3;76;3,5;0;
7,8;25,7;45,6;2,1;2;
3,6;21,5;7,2;2,5;2;
11,7;27,5;16,8;5,3;1;
6;30,2;10;1,3;1;
6,6;32,6;99,6;3,1;0;
3,9;23,9;68;2,3;2;
1,2;19,7;11,2;3,9;1;
10,5;17,6;8,4;3,7;1;
1,8;18,2;6,8;2,7;2;
13,2;27,5;42,4;4,1;1;
3,9;19,4;45,2;2,9;2;
0,6;32,9;89,6;5,5;0;
1,8;24,2;78;2,3;0;
11,1;31,4;90;1,7;0;
3,6;28,4;61,6;3,5;1;
7,8;25,4;61,2;4,5;1;
5,4;28,4;49,6;4,5;1;
2,7;32;17,2;2,1;1;
2,1;28,4;17,2;4,9;1;
4,8;23;98,8;3,3;0;
4,2;21,2;42;5,9;1;
8,7;26,9;48,4;4,5;1;
3,9;25,1;10;1,7;2;
13,2;29;10,8;3,3;1;
13,2;32,9;52,4;5,3;1;
10,8;20,9;86,8;3,7;0;
4,8;30,8;98,8;5,9;0;
6;29,9;54;1,3;1;
9;21,5;80,8;4,3;0;
3,9;22,4;64,4;4,9;1;
11,7;25,4;57,6;1,9;2;
13,5;27,8;0,8;2,3;2;
9,6;19,1;3,2;4,9;1;
12,6;22,4;70;4,9;1;
10,5;26,9;61,6;4,9;1;
2,4;28,4;0,8;1,5;1;
8,1;30,8;52,4;2,1;1;
8,1;30,8;52,4;2,1;1;
1,8;18,5;96,4;5,9;0;
10,8;27,5;71,6;3,9;0;
11,1;27,2;82,4;6,1;0;
6,9;27,8;55,2;2,9;2;
5,4;18,5;97,6;1,5;0;
12,9;29;28,8;3,9;1;
8,4;17,3;98,8;1,5;0;
7,2;23,9;73,2;2,5;0;
7,8;23,9;10;2,7;2;
1,8;20,3;68,8;4,9;1;
10,5;29,9;85,2;3,1;0;
9,3;23,9;37,6;1,5;2;
11,4;25,4;28,4;1,1;2;
9,6;31,7;57,6;5,7;1;
2,7;30,5;99,6;2,1;0;
8,7;19,4;41,6;4,3;1;
8,1;26,9;44,8;4,9;1;
6,6;22,1;78,4;4,3;0;
9,6;30,8;18,8;2,1;1;
4,5;24,8;41,6;5,5;1;
6,6;32,6;42;3,9;1;
3,3;17,6;41,6;1,5;2;
12,3;32,3;22,4;2,7;1;
9,9;28,1;45,6;4,9;1;
1,5;21,2;35,2;1,3;2;
7,2;32,6;16,8;4,7;1;
1,5;17;67,2;3,5;2;
8,7;31,4;34,4;3,7;1;
0,6;25,4;94,8;2,3;0;
13,2;32,9;52,4;5,3;1;
0,3;20;6,4;4,3;1;
13,8;26,3;54;5,9;1;
12,9;25,4;96,4;3,5;0;
6,9;17;1,6;5,1;1;
13,2;21,8;30,4;2,7;2;
1,5;30,5;9,6;5,1;1;
0,3;20,3;59,2;3,7;1;
3,3;19,1;93,2;1,9;0;
4,8;29,6;74,4;4,9;0;
7,5;30,8;26,8;1,3;1;
3,9;28,1;95,2;2,9;0;
3,3;29,9;18,4;3,1;1;
6;22,7;78;3,9;0;
10,2;26;56,8;5,1;1;
9,6;29,3;53,6;1,7;1;
9,6;24,2;38,8;4,1;1;
5,7;24,5;86,4;1,7;0;
7,8;32,6;17,6;2,3;1;
2,4;29;75,2;3,5;0;
3,6;26,6;69,6;1,3;2;
10,8;24,8;69,6;3,9;1;
7,8;28,7;59,2;4,1;1;
13,2;32,9;10,4;2,5;1;
2,7;27,2;98,4;1,5;0;
0,3;29,3;47,6;2,5;1;
1,5;21,2;35,2;1,3;2;
7,5;23,3;49,2;1,1;2;
8,4;32,3;13,6;5,3;1;
10,5;29,3;26;1,7;1;
10,8;24,5;29,6;4,3;1;
6,9;32,6;12,8;1,3;1;
11,4;19,4;96,4;2,3;0;
8,4;17,3;70,4;6,1;0;
9;29,3;80;4,7;0;
2,7;30,8;27,2;1,1;1;
7,8;20;12,4;1,9;2;
10,8;24,8;69,6;3,9;1;
11,4;30,8;31,2;4,9;1;
9,6;26,9;78,4;5,3;0;
13,2;22,7;18,8;3,9;1;
1,2;17,3;86,4;5,3;0;
5,7;30,5;46;4,1;1;
12,6;23;64,8;1,5;2;
3;30,2;98,4;2,1;0;
3;22,1;83,6;5,1;0;
10,5;32,6;15,6;4,9;1;
2,1;22,1;15,6;1,3;2;
13,8;19,1;67,6;4,7;1;
5,4;20;17,2;2,1;2;
9,9;29,3;67,6;3,7;1;
2,7;17,9;6,8;4,1;1;
7,8;17;82,8;5,1;0;
2,1;18,8;36,4;5,1;1;
1,5;20,3;86;3,9;0;
2,4;29,3;59,6;4,5;1;
9,6;32,9;56,4;1,3;1;
3;27,8;70,4;5,5;0;
3,9;30,8;72,8;1,9;0;
10,5;23,6;71,6;4,5;0;
3;32,3;15,2;5,5;1;
8,4;17;78,8;5,7;0;
5,4;18,2;88;1,7;0;
3,6;26,9;50;3,5;2;
0;29;88;5,1;0;
8,7;26,9;60,4;3,9;1;
0,9;18,5;90,4;4,7;0;
2,7;20,9;77,6;2,3;0;
4,8;30,8;98,8;5,9;0;
9,9;26,3;0,4;4,1;1;
0,9;19,7;70;4,7;1;
3,6;25,4;32;6,1;1;
2,1;24,2;23,2;2,5;2;
11,7;25,4;22,8;2,7;2;
5,7;23,9;76,8;5,5;0;
12,3;20,9;10,4;3,3;2;
12,6;30,5;92;2,3;0;
7,2;20;58,4;5,3;1;
5,4;21,2;67,2;5,7;1;
12;27,8;21,2;5,5;1;
10,5;32,3;95,2;2,3;0;
3,6;28,1;30,8;5,1;1;
9;26;4;2,3;2;
0,6;18,5;31,6;2,9;2;
1,8;18,2;6,8;2,7;2;
11,7;22,4;40,4;2,9;2;
13,2;20,9;14,8;1,5;2;
5,4;26,9;65,2;3,9;1;
7,5;21,5;90,4;3,7;0;
13,5;17;5,6;3,5;2;
12,3;26;89,6;3,3;0;
12,6;27,2;66,4;6,1;1;
0,3;29,9;74;2,7;0;
3;32,9;94,8;2,5;0;
5,7;26,6;7,2;3,5;2;
8,1;30,8;52,4;2,1;1;
3;29,9;48,8;5,7;1;
12,9;32,3;72;2,9;0;
10,8;20,6;83,6;2,3;0;
13,2;29;10,8;3,3;1;
5,4;26;67,6;5,3;1;
4,5;31,4;60,8;3,7;1;
9,9;20,6;44,8;4,9;1;
0,9;18,5;53,6;1,7;2;
9,6;17,6;84,8;1,1;0;
11,1;31,4;45,6;1,9;1;
7,8;24,2;56,8;4,9;1;
8,4;19,4;12,8;1,1;2;
12;21,5;24;1,5;2;
0;27,5;63,6;3,9;1;
9,9;30,5;8,8;4,9;1;
9;29;44;3,5;1;
3,3;31,4;50,8;3,9;1;
8,4;27,2;9,6;5,9;1;
4,8;24,2;79,2;5,5;0;
3,3;19,7;69,6;1,7;2;
10,8;27,5;71,6;3,9;0;
13,8;31,7;30,8;2,3;1;
12,3;29;91,6;2,9;0;
9,6;19,7;91,2;1,1;0;
5,4;23,9;6,8;1,3;2;
2,1;28,7;66,4;1,3;1;
6,9;28,7;84;3,7;0;
1,2;17,6;92,8;3,5;0;
5,1;32,9;62,4;3,7;1;
11,4;26,9;69,6;5,3;1;
11,7;19,7;18;1,7;2;
9;32,6;9,6;2,1;1;
1,2;18,5;38;4,3;1;
4,5;18,2;53,6;4,7;1;
0,6;20,9;82,8;2,5;0;
11,4;26,9;69,6;5,3;1;
1,5;20,6;57,2;6,1;1;
8,7;28,1;24,8;2,5;1;
0,6;26,6;26;2,1;2;
13,2;17,9;70;1,7;2;
5,1;23,6;75,2;3,7;0;
11,4;30,2;78,4;3,3;0;
9,3;24,5;92,8;4,3;0;
11,7;19,7;18;1,7;2;
5,1;18,5;40,4;6,1;1;
7,5;29,6;20,4;6,1;1;
12;18,8;6,4;4,7;1;
2,1;31,4;15,6;5,3;1;
10,2;21,2;68;4,3;1;
4,5;17,3;55,6;3,9;1;
11,7;32,6;25,6;1,3;1;
8,7;26,9;5,6;5,5;1;
4,8;29,6;27,2;4,1;1;
12;18,2;77,2;3,5;0;
12;18,8;6,4;4,7;1;
3,6;32,9;77,6;3,1;0;
8,1;29,3;51,6;4,5;1;
5,1;30,5;24,8;3,9;1;
0,3;27,5;82,4;2,1;0;
0;32,6;84;4,9;0;
10,8;20;26;3,1;2;
5,1;30,5;62,4;3,7;1;
13,8;19,1;87,2;1,9;0;
2,1;31,4;15,6;5,3;1;
7,8;17,3;74,4;6,1;0;
6;26,3;88;1,7;0;
6;22,1;9,2;3,5;2;
2,1;24,2;43,2;5,5;1;
11,1;21,2;69,6;4,9;1;
7,2;31,4;5,6;4,3;1;
2,1;22,7;15,6;1,1;2;
5,7;20;61,6;4,5;1;
9,9;20,6;44,8;4,9;1;
9,6;21,8;52;5,9;1;
9;29,6;6;4,1;1;
4,2;19,1;56,4;4,7;1;
12,3;20;8;6,1;1;
9;26;84,4;1,5;0;
9,3;29;36;6,1;1;
1,8;22,1;98;3,3;0;
0,9;18,5;75,6;3,3;0;
11,1;23;84,8;5,3;0;
9;22,4;53,2;5,3;1;
6,3;29;71,2;4,7;0;
7,2;20,9;53,6;4,3;1;
0,9;17,3;70;2,1;2;
1,8;30,8;34;2,9;1;
12,6;22,4;62,8;4,5;1;
